Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG46,OUT018,1588.0
DRC01,OUT010,-1014.0
FDB15,OUT027,5582.0
NCA17,OUT027,3826.0
FDF10,OUT046,2406.0
FDR26,OUT027,4292.0
FDI02,OUT049,1920.0
NCM54,OUT010,134.0
FDF14,OUT013,2420.0
FDJ33,OUT010,80.0
FDM20,OUT035,4008.0
FDC03,OUT027,4594.0
NCX05,OUT046,1864.0
NCM41,OUT027,2920.0
NCU29,OUT010,458.0
FDQ59,OUT017,1524.0
FDH46,OUT010,-202.0
FDH09,OUT013,848.0
NCD06,OUT045,700.0
FDC15,OUT035,2564.0
DRD37,OUT027,2216.0
FDT28,OUT027,3832.0
FDR28,OUT027,4106.0
FDT38,OUT017,1524.0
FDV34,OUT027,2734.0
FDY52,OUT035,1166.0
FDB34,OUT013,1404.0
DRL23,OUT018,1432.0
DRB24,OUT046,2490.0
FDJ50,OUT046,932.0
FDQ49,OUT035,2630.0
FDP20,OUT035,2118.0
FDV19,OUT027,4034.0
NCR54,OUT045,3032.0
FDO09,OUT010,2238.0
FDS57,OUT018,1996.0
FDN10,OUT049,1980.0
FDV23,OUT049,2088.0
FDY28,OUT049,3500.0
DRG51,OUT013,2596.0
FDD45,OUT019,-412.0
NCL18,OUT027,4456.0
NCM29,OUT013,2076.0
FDF17,OUT027,4568.0
FDE22,OUT017,2704.0
FDQ22,OUT017,772.0
FDS01,OUT013,2864.0
FDW35,OUT027,2176.0
FDJ33,OUT046,2052.0
NCF54,OUT035,2830.0
FDE09,OUT013,1780.0
NCE06,OUT045,2488.0
DRH49,OUT049,1410.0
FDY43,OUT045,2650.0
NCT05,OUT017,4132.0
FDZ34,OUT045,2990.0
FDL38,OUT017,1600.0
FDZ31,OUT017,3168.0
FDR14,OUT035,1016.0
NCN54,OUT049,1362.0
NCC42,OUT027,3662.0
FDK08,OUT017,1760.0
FDP59,OUT013,1748.0
FDV22,OUT035,2676.0
FDD33,OUT035,3808.0
DRE60,OUT027,5012.0
FDK52,OUT046,3610.0
FDA02,OUT017,2512.0
FDM56,OUT049,1848.0
FDE57,OUT035,2384.0
FDM32,OUT045,1402.0
NCQ30,OUT027,3384.0
FDQ27,OUT027,3186.0
FDT60,OUT027,3444.0
FDU43,OUT049,3932.0
NCO55,OUT035,1806.0
FDG02,OUT045,2992.0
FDJ28,OUT013,3036.0
FDP40,OUT045,1800.0
FDJ38,OUT045,3024.0
NCC54,OUT017,3910.0
NCZ41,OUT046,2012.0
FDK38,OUT019,488.0
FDU52,OUT013,2472.0
FDC40,OUT046,1312.0
NCR30,OUT017,1314.0
NCN18,OUT017,1880.0
FDB50,OUT035,1372.0
FDG04,OUT013,3000.0
FDR26,OUT035,2940.0
NCT17,OUT018,2696.0
FDX35,OUT027,5076.0
FDS12,OUT046,2034.0
NCZ29,OUT027,3440.0
FDB38,OUT010,734.0
FDP12,OUT013,684.0
FDP22,OUT046,920.0
FDS26,OUT018,3836.0
FDR52,OUT046,3110.0
DRJ13,OUT046,2586.0
FDU48,OUT027,3544.0
FDE29,OUT035,1096.0
NCT29,OUT049,2018.0
DRK37,OUT018,2716.0
FDK55,OUT046,1456.0
FDR07,OUT046,1572.0
FDO21,OUT027,5062.0
FDK46,OUT049,4208.0
FDB12,OUT045,1668.0
FDT31,OUT027,4460.0
FDJ33,OUT045,1980.0
FDC26,OUT027,3196.0
NCQ02,OUT045,2928.0
FDP08,OUT010,1190.0
FDB11,OUT027,5024.0
FDV55,OUT013,2332.0
FDW20,OUT049,2052.0
NCJ18,OUT019,-36.0
FDC41,OUT018,940.0
FDE14,OUT027,3136.0
FDG35,OUT013,2848.0
FDF45,OUT035,1128.0
FDS19,OUT027,2756.0
FDS58,OUT019,704.0
FDA26,OUT017,3652.0
FDM32,OUT049,1528.0
FDL45,OUT046,2058.0
FDZ55,OUT049,2644.0
FDY37,OUT049,2404.0
FDO46,OUT046,3110.0
FDQ60,OUT046,1974.0
FDA19,OUT018,1808.0
FDL15,OUT046,2488.0
FDM10,OUT018,3092.0
NCL05,OUT017,826.0
DRK49,OUT010,-1176.0
NCE18,OUT027,5408.0
FDG40,OUT049,688.0
DRI59,OUT045,3464.0
FDK28,OUT035,4164.0
NCD06,OUT019,-1160.0
FDO11,OUT019,2118.0
FDK27,OUT046,1956.0
FDT43,OUT027,2300.0
FDD38,OUT018,1428.0
FDA16,OUT049,3576.0
FDL14,OUT027,3956.0
NCM17,OUT049,804.0
FDD20,OUT045,1948.0
FDA40,OUT045,1418.0
FDL43,OUT045,1230.0
FDV15,OUT045,1582.0
FDE52,OUT046,1528.0
NCL17,OUT010,374.0
NCJ31,OUT045,3674.0
FDR60,OUT045,1210.0
NCA18,OUT035,1956.0
FDS21,OUT027,2544.0
FDW09,OUT035,1448.0
FDL26,OUT035,2576.0
FDS47,OUT018,1148.0
FDC39,OUT046,3266.0
FDT51,OUT035,1964.0
FDK40,OUT035,4282.0
NCG19,OUT045,3628.0
FDZ07,OUT046,1082.0
FDF08,OUT027,2932.0
FDO04,OUT013,924.0
FDK41,OUT018,1060.0
FDP15,OUT049,4116.0
NCD43,OUT018,1400.0
NCP18,OUT013,2360.0
FDZ51,OUT046,1580.0
DRH13,OUT035,1872.0
FDF38,OUT045,686.0
NCI43,OUT045,760.0
FDM38,OUT027,2388.0
FDS03,OUT013,1060.0
DRJ47,OUT017,2848.0
FDT50,OUT010,-302.0
FDV02,OUT046,2768.0
NCG18,OUT017,1784.0
FDW52,OUT046,2694.0
FDS40,OUT035,750.0
FDN31,OUT017,3152.0
FDA37,OUT045,1970.0
FDA15,OUT046,3984.0
FDL39,OUT046,2944.0
FDJ53,OUT045,1904.0
FDX22,OUT013,3388.0
NCZ42,OUT045,3714.0
FDD56,OUT027,4280.0
FDD40,OUT017,3248.0
FDS50,OUT013,3492.0
NCN14,OUT013,2892.0
FDT15,OUT013,2956.0
NCS18,OUT027,3172.0
NCO26,OUT010,-82.0
FDF58,OUT018,752.0
NCB19,OUT013,1372.0
FDH26,OUT017,2428.0
DRB24,OUT027,3892.0
FDA49,OUT018,1124.0
FDB32,OUT045,1506.0
FDI36,OUT017,3288.0
NCA17,OUT010,470.0
FDH22,OUT013,1984.0
NCM26,OUT018,2156.0
FDT15,OUT027,4408.0
FDB16,OUT018,1140.0
NCP54,OUT027,3412.0
FDJ36,OUT013,1672.0
FDO28,OUT045,1868.0
FDU09,OUT013,944.0
FDF29,OUT017,2240.0
FDY08,OUT013,2256.0
DRJ59,OUT018,364.0
FDT23,OUT027,2782.0
FDU15,OUT018,424.0
FDT47,OUT013,1616.0
FDI53,OUT019,732.0
FDR59,OUT018,3906.0
FDD53,OUT035,812.0
FDY51,OUT017,3596.0
FDT04,OUT049,724.0
FDU51,OUT049,2932.0
FDG14,OUT035,2584.0
NCU06,OUT045,3576.0
DRG25,OUT046,2984.0
DRH49,OUT035,1484.0
FDN15,OUT035,2352.0
FDL43,OUT018,978.0
NCT18,OUT049,2966.0
NCB31,OUT013,4080.0
FDK57,OUT035,2024.0
FDY04,OUT019,752.0
NCP54,OUT046,1960.0
FDF41,OUT013,3840.0
FDM01,OUT045,1640.0
FDW03,OUT045,1686.0
FDF28,OUT045,1970.0
FDY37,OUT017,2444.0
FDQ03,OUT017,3912.0
FDP51,OUT027,3410.0
FDJ40,OUT017,1956.0
FDC32,OUT049,1592.0
DRI49,OUT027,2736.0
NCW54,OUT017,1010.0
FDF09,OUT017,784.0
FDP45,OUT018,3734.0
DRJ23,OUT018,2696.0
FDS59,OUT017,1960.0
FDY08,OUT046,2258.0
FDX16,OUT049,2448.0
FDY16,OUT018,2690.0
FDK32,OUT035,2604.0
FDQ22,OUT013,676.0
NCC31,OUT018,2198.0
FDG58,OUT049,2576.0
DRF48,OUT013,2996.0
DRH36,OUT049,1292.0
NCR30,OUT035,1328.0
FDB03,OUT019,1928.0
FDZ28,OUT027,3516.0
FDR35,OUT017,3280.0
DRD15,OUT027,5124.0
FDJ33,OUT019,128.0
FDA56,OUT010,58.0
FDP56,OUT046,834.0
NCT30,OUT046,804.0
FDK15,OUT017,1732.0
FDH44,OUT018,2120.0
FDV01,OUT013,2500.0
DRG03,OUT017,2550.0
FDG50,OUT027,2916.0
FDR16,OUT010,1530.0
FDZ60,OUT046,1744.0
DRG03,OUT045,2404.0
FDS56,OUT018,3940.0
FDU33,OUT045,736.0
DRD27,OUT035,1724.0
FDW22,OUT046,3608.0
DRA24,OUT045,2594.0
FDF38,OUT049,808.0
FDX48,OUT013,2508.0
FDS58,OUT018,2340.0
FDC32,OUT046,1518.0
NCQ29,OUT045,4046.0
DRK39,OUT018,1088.0
NCS38,OUT017,1928.0
DRO47,OUT013,1780.0
DRG27,OUT027,2148.0
FDC57,OUT027,4532.0
FDS55,OUT046,2362.0
NCJ06,OUT018,1632.0
FDO01,OUT019,244.0
NCM55,OUT045,2874.0
FDC52,OUT049,2576.0
FDQ15,OUT045,1274.0
NCT30,OUT027,2220.0
NCR42,OUT027,1996.0
FDD28,OUT035,1082.0
FDQ34,OUT049,1748.0
FDZ12,OUT027,3716.0
DRE13,OUT019,-484.0
NCN07,OUT019,224.0
FDM28,OUT035,2994.0
FDI10,OUT017,2888.0
FDQ25,OUT013,2760.0
FDA38,OUT010,1938.0
DRI13,OUT049,3524.0
FDY20,OUT027,2948.0
NCZ53,OUT035,3078.0
NCM31,OUT013,2264.0
DRB01,OUT017,3112.0
DRF37,OUT046,4150.0
NCF42,OUT049,2852.0
FDF16,OUT018,2092.0
FDB41,OUT013,832.0
FDR34,OUT013,3648.0
FDR15,OUT018,2256.0
NCV42,OUT019,-104.0
FDW51,OUT035,3512.0
FDU36,OUT017,1700.0
FDX60,OUT049,1404.0
FDY03,OUT035,1974.0
FDW55,OUT045,3926.0
FDT01,OUT010,1462.0
FDG58,OUT013,2500.0
FDK21,OUT017,4076.0
NCS41,OUT019,984.0
FDS10,OUT045,2844.0
NCT53,OUT046,2632.0
FDJ28,OUT018,2760.0
FDX44,OUT045,1378.0
FDT20,OUT018,384.0
FDO44,OUT017,1884.0
NCX17,OUT049,3766.0
FDY01,OUT017,2008.0
FDJ12,OUT027,4816.0
DRK35,OUT018,344.0
FDD47,OUT019,788.0
NCM53,OUT035,1810.0
FDO45,OUT013,1464.0
NCM42,OUT010,-142.0
FDE04,OUT046,2934.0
NCI30,OUT027,5340.0
FDZ19,OUT013,2764.0
FDW57,OUT013,2848.0
FDA25,OUT013,1688.0
FDT22,OUT046,986.0
FDP51,OUT013,1944.0
FDD48,OUT027,3324.0
FDY39,OUT035,3068.0
FDO48,OUT010,1676.0
FDD23,OUT027,4442.0
DRN35,OUT027,2076.0
FDT01,OUT035,3516.0
FDC20,OUT010,-970.0
DRJ35,OUT035,1144.0
FDB32,OUT046,1550.0
FDL24,OUT046,2832.0
NCV42,OUT035,1914.0
FDZ46,OUT046,1780.0
FDC15,OUT013,2444.0
FDD08,OUT019,-1234.0
FDY50,OUT049,1516.0
FDD36,OUT013,1920.0
FDG57,OUT027,2264.0
FDL21,OUT018,476.0
FDN16,OUT027,3136.0
FDJ09,OUT027,2216.0
FDS01,OUT010,974.0
FDV33,OUT017,4284.0
DRE12,OUT017,1950.0
FDR07,OUT013,1564.0
FDP48,OUT010,1076.0
NCB55,OUT035,1026.0
FDQ08,OUT013,1040.0
FDR34,OUT035,3824.0
FDO33,OUT046,1822.0
FDP13,OUT045,630.0
FDX12,OUT049,3984.0
NCT06,OUT049,2720.0
FDR16,OUT019,1534.0
FDE36,OUT046,2700.0
FDZ36,OUT049,3068.0
FDV13,OUT045,1432.0
NCZ17,OUT035,714.0
FDU56,OUT045,2870.0
FDM09,OUT035,2872.0
FDV02,OUT017,2856.0
FDS34,OUT018,1576.0
FDA11,OUT049,1636.0
FDP09,OUT017,3484.0
FDB29,OUT027,3332.0
FDT19,OUT017,2888.0
DRH15,OUT017,850.0
FDY38,OUT046,3750.0
FDF14,OUT027,3880.0
FDN48,OUT010,-388.0
FDQ12,OUT013,3652.0
NCJ43,OUT045,2686.0
FDE17,OUT019,580.0
FDB05,OUT035,4044.0
FDH10,OUT045,3012.0
NCR06,OUT017,810.0
FDU32,OUT018,1682.0
FDD56,OUT049,2880.0
FDO36,OUT018,2600.0
FDH16,OUT010,-408.0
FDX10,OUT018,360.0
FDZ37,OUT017,1608.0
FDU31,OUT010,1614.0
DRC49,OUT049,2348.0
FDL15,OUT045,2388.0
FDN32,OUT019,1084.0
DRH59,OUT027,2656.0
NCU29,OUT049,2430.0
FDR37,OUT019,1078.0
FDS14,OUT018,2228.0
FDU02,OUT027,5032.0
FDJ08,OUT035,3162.0
NCZ06,OUT045,3926.0
FDO31,OUT049,1468.0
FDH31,OUT018,1412.0
FDS58,OUT017,2724.0
NCA53,OUT027,2260.0
FDF50,OUT046,3152.0
NCW42,OUT049,3590.0
NCQ17,OUT045,2400.0
FDK51,OUT018,3906.0
NCW41,OUT010,608.0
NCR29,OUT017,1016.0
FDB08,OUT019,652.0
FDA40,OUT027,2876.0
FDL14,OUT018,2288.0
FDB47,OUT046,3308.0
FDO03,OUT035,3780.0
DRK13,OUT019,1208.0
FDX13,OUT010,2032.0
FDF52,OUT046,2930.0
FDT11,OUT013,3040.0
FDB08,OUT013,2560.0
FDQ28,OUT018,2246.0
FDD29,OUT045,3954.0
NCQ29,OUT027,5544.0
NCO02,OUT013,1044.0
FDR56,OUT010,1234.0
NCM54,OUT049,2078.0
FDP51,OUT035,2032.0
FDT38,OUT013,1376.0
FDZ20,OUT018,3732.0
FDJ53,OUT013,1932.0
FDX13,OUT049,4032.0
FDP58,OUT035,3586.0
NCK31,OUT019,-1032.0
FDA35,OUT018,1744.0
FDV37,OUT018,2912.0
NCO07,OUT027,4824.0
FDA20,OUT045,2922.0
FDZ59,OUT035,2828.0
NCY17,OUT017,828.0
FDQ28,OUT035,2604.0
FDV35,OUT017,2568.0
FDQ36,OUT013,620.0
FDD34,OUT018,2332.0
FDK51,OUT045,4150.0
FDV31,OUT035,2896.0
FDR04,OUT035,1680.0
FDR14,OUT049,980.0
DRC36,OUT010,922.0
FDE39,OUT019,54.0
FDP57,OUT049,1776.0
FDE57,OUT046,2288.0
NCN18,OUT046,1776.0
NCQ05,OUT018,2104.0
FDW47,OUT035,2048.0
FDV46,OUT035,2336.0
NCP29,OUT045,948.0
FDE09,OUT018,1512.0
NCU06,OUT027,5056.0
FDT19,OUT010,868.0
DRF15,OUT017,2554.0
DRI51,OUT013,2708.0
NCX54,OUT013,1660.0
DRE01,OUT013,3780.0
NCB07,OUT045,3022.0
FDU50,OUT035,1992.0
FDG40,OUT035,714.0
FDW10,OUT018,2512.0
FDX51,OUT013,3132.0
NCP17,OUT045,976.0
FDP21,OUT035,3152.0
FDL04,OUT045,1632.0
FDV23,OUT013,1960.0
FDF24,OUT046,1400.0
FDH56,OUT027,3320.0
FDB51,OUT049,1112.0
FDI58,OUT027,3028.0
FDR20,OUT013,840.0
FDC51,OUT018,1752.0
FDB16,OUT027,2852.0
FDE40,OUT049,1124.0
NCM17,OUT035,832.0
FDU56,OUT035,3068.0
FDS32,OUT019,416.0
FDX02,OUT049,3640.0
FDT39,OUT027,3942.0
FDE35,OUT017,1116.0
NCI42,OUT019,1436.0
DRL23,OUT046,1736.0
FDA10,OUT046,1960.0
FDA11,OUT013,1552.0
NCM06,OUT046,2464.0
NCT05,OUT035,4174.0
NCQ02,OUT010,1064.0
NCY06,OUT049,2144.0
FDY56,OUT035,3716.0
FDL02,OUT035,1834.0
NCI06,OUT035,2934.0
FDQ14,OUT045,2344.0
FDQ12,OUT017,3740.0
FDP36,OUT046,874.0
FDK21,OUT027,5424.0
FDO40,OUT045,2318.0
NCK54,OUT019,-4.0
FDY09,OUT018,2544.0
NCW30,OUT049,4196.0
NCC55,OUT027,2050.0
FDE58,OUT018,1608.0
FDR39,OUT013,2920.0
FDU28,OUT049,3092.0
FDH08,OUT017,3744.0
FDG35,OUT045,2798.0
FDG22,OUT049,744.0
FDC34,OUT035,2628.0
FDP15,OUT018,3742.0
FDK34,OUT010,1898.0
FDU45,OUT035,2028.0
FDQ04,OUT027,2120.0
FDX22,OUT018,3100.0
FDB45,OUT017,1804.0
NCH43,OUT027,4860.0
DRE60,OUT046,3542.0
FDD17,OUT027,5192.0
NCM54,OUT017,2142.0
NCH55,OUT013,2024.0
NCT06,OUT017,2736.0
FDA48,OUT027,4940.0
FDY58,OUT027,5064.0
FDO25,OUT045,3278.0
FDN50,OUT045,1540.0
FDH35,OUT035,2744.0
FDK09,OUT045,3540.0
FDO16,OUT013,1352.0
FDW11,OUT045,1004.0
FDU47,OUT027,3720.0
NCQ42,OUT010,154.0
FDK55,OUT027,2904.0
FDN08,OUT049,1992.0
FDT57,OUT045,3720.0
FDJ12,OUT018,3060.0
DRL59,OUT017,1000.0
NCN53,OUT046,616.0
FDO51,OUT010,-1102.0
FDK56,OUT017,3092.0
FDY12,OUT035,1012.0
FDU15,OUT035,796.0
FDQ19,OUT046,3918.0
DRF15,OUT045,2410.0
DRE25,OUT019,-414.0
FDK57,OUT018,1630.0
FDD33,OUT010,1744.0
FDR34,OUT027,5120.0
FDU04,OUT045,1912.0
FDE35,OUT019,-844.0
NCD31,OUT035,2700.0
FDJ56,OUT035,1700.0
NCU53,OUT046,2628.0
FDD39,OUT035,3520.0
NCU17,OUT019,-262.0
FDJ20,OUT046,2032.0
NCW41,OUT018,2214.0
FDL52,OUT035,816.0
FDS39,OUT035,2386.0
DRJ47,OUT045,2714.0
FDP13,OUT010,-1202.0
DRK39,OUT010,-554.0
FDF28,OUT010,180.0
FDB09,OUT045,1962.0
FDM51,OUT046,1692.0
DRM49,OUT018,496.0
DRF23,OUT013,2776.0
DRH01,OUT035,2848.0
FDH12,OUT027,3168.0
FDA28,OUT019,156.0
FDW37,OUT018,1168.0
FDF02,OUT046,1686.0
DRL37,OUT046,754.0
NCF43,OUT046,2266.0
FDH08,OUT010,1734.0
FDR34,OUT019,1800.0
NCK19,OUT049,3152.0
NCD55,OUT018,432.0
FDT27,OUT049,3828.0
FDQ57,OUT045,2306.0
FDA47,OUT035,2732.0
DRG15,OUT027,2480.0
FDE05,OUT018,2100.0
FDN46,OUT046,1668.0
FDX27,OUT027,2976.0
FDT51,OUT045,1786.0
FDU33,OUT013,776.0
FDJ16,OUT027,2416.0
FDD20,OUT019,90.0
FDT36,OUT049,656.0
DRF15,OUT027,3880.0
FDN52,OUT010,-458.0
FDC22,OUT027,4504.0
FDX15,OUT045,2482.0
FDT13,OUT013,2980.0
FDU04,OUT017,2084.0
FDU31,OUT019,1592.0
FDW59,OUT027,2848.0
NCO29,OUT046,2638.0
FDL15,OUT035,2552.0
FDI41,OUT049,2456.0
FDQ48,OUT049,1736.0
DRI39,OUT013,908.0
FDI08,OUT013,4004.0
FDC21,OUT049,1908.0
FDF58,OUT035,1162.0
FDS08,OUT010,934.0
FDE47,OUT045,1932.0
NCP18,OUT019,530.0
NCR41,OUT013,1552.0
FDA27,OUT013,4064.0
FDA43,OUT035,3196.0
FDA49,OUT045,1356.0
NCE55,OUT018,2516.0
DRM49,OUT027,2234.0
FDF22,OUT027,4842.0
FDQ15,OUT018,1052.0
NCS54,OUT017,2896.0
NCY05,OUT013,600.0
FDR45,OUT046,3820.0
FDK57,OUT049,2028.0
FDF41,OUT010,1994.0
FDV21,OUT046,2004.0
FDD51,OUT046,770.0
FDF33,OUT046,1800.0
FDA38,OUT046,3806.0
FDR56,OUT045,3090.0
NCN41,OUT017,2054.0
FDC60,OUT027,2904.0
FDB47,OUT045,3242.0
DRH01,OUT013,2772.0
FDW08,OUT046,1690.0
FDF38,OUT027,2168.0
FDY32,OUT017,2696.0
FDG34,OUT049,1904.0
FDG47,OUT019,2226.0
NCF18,OUT035,3100.0
FDL39,OUT019,1028.0
NCH55,OUT035,2122.0
DRJ35,OUT049,1094.0
FDS44,OUT035,3912.0
DRE01,OUT018,3496.0
FDY39,OUT013,2972.0
FDY32,OUT018,2280.0
FDR33,OUT027,3248.0
NCP50,OUT049,1398.0
FDZ47,OUT018,1352.0
FDU57,OUT049,2552.0
FDY44,OUT013,3136.0
DRH59,OUT018,926.0
FDB03,OUT027,5260.0
FDY46,OUT045,2920.0
FDM39,OUT045,2770.0
FDY36,OUT035,1356.0
NCM55,OUT035,3020.0
FDJ50,OUT010,-998.0
DRL60,OUT013,2412.0
NCJ54,OUT049,3740.0
FDX59,OUT017,712.0
FDI07,OUT013,3204.0
DRF51,OUT010,-1276.0
FDM14,OUT017,1904.0
FDP21,OUT045,2988.0
FDE40,OUT035,1190.0
FDE05,OUT035,2514.0
FDM13,OUT027,3574.0
FDC34,OUT027,3958.0
NCI55,OUT018,1684.0
NCE43,OUT018,2374.0
FDW58,OUT018,1462.0
FDG60,OUT045,3660.0
FDV31,OUT017,2912.0
FDR47,OUT013,3072.0
FDM60,OUT019,-1156.0
NCF06,OUT018,3792.0
NCN26,OUT027,3316.0
FDQ59,OUT049,1528.0
FDF09,OUT046,666.0
NCS06,OUT017,4290.0
FDT44,OUT046,1906.0
FDI19,OUT017,3984.0
FDT22,OUT017,1100.0
NCF54,OUT027,4146.0
DRG25,OUT045,2908.0
FDB59,OUT017,3264.0
FDQ37,OUT017,3200.0
FDP56,OUT035,928.0
FDW44,OUT035,2902.0
FDJ26,OUT010,1542.0
FDU43,OUT018,3520.0
FDW33,OUT045,1632.0
NCX53,OUT027,3724.0
FDN56,OUT010,460.0
DRF15,OUT049,2522.0
FDO33,OUT017,1956.0
FDZ39,OUT010,-158.0
NCJ19,OUT017,1004.0
FDU01,OUT035,3108.0
FDT12,OUT035,3712.0
NCM18,OUT018,716.0
FDP19,OUT017,2156.0
NCR42,OUT049,646.0
FDN10,OUT046,1932.0
FDG44,OUT017,1020.0
FDQ10,OUT046,2760.0
DRH13,OUT049,1796.0
FDT52,OUT013,3916.0
FDM56,OUT045,1730.0
NCO43,OUT010,-274.0
NCV29,OUT035,2924.0
NCF06,OUT013,4096.0
FDO50,OUT035,1592.0
FDT59,OUT013,3644.0
FDX40,OUT027,2068.0
FDE50,OUT017,3136.0
FDX51,OUT017,3300.0
NCD30,OUT018,1302.0
FDK15,OUT013,1608.0
FDL12,OUT045,988.0
FDK46,OUT017,4220.0
DRH49,OUT010,-570.0
FDQ57,OUT046,2378.0
FDY59,OUT017,1644.0
FDO09,OUT018,3878.0
NCG30,OUT035,2106.0
FDM09,OUT017,2844.0
NCN17,OUT027,3058.0
NCS42,OUT013,1432.0
FDD02,OUT019,-10.0
FDE34,OUT013,2880.0
FDU38,OUT045,3000.0
FDB33,OUT046,2546.0
NCJ29,OUT017,1516.0
FDZ27,OUT035,938.0
FDI40,OUT013,1632.0
FDG22,OUT013,692.0
FDT51,OUT017,1964.0
FDF20,OUT018,2880.0
FDV50,OUT035,2060.0
FDT02,OUT049,720.0
DRC49,OUT017,2426.0
FDF26,OUT049,2560.0
FDV52,OUT035,2048.0
FDX59,OUT049,700.0
FDV25,OUT035,3636.0
FDW23,OUT027,2102.0
FDE53,OUT018,1468.0
FDA19,OUT017,2208.0
FDH22,OUT046,2024.0
NCO41,OUT013,1568.0
FDX12,OUT017,3988.0
FDF17,OUT013,3128.0
FDS11,OUT045,3514.0
FDR51,OUT035,2524.0
FDT49,OUT010,-228.0
FDC56,OUT013,1912.0
FDR13,OUT027,3372.0
FDQ60,OUT035,2080.0
FDN38,OUT049,4052.0
NCL29,OUT013,2476.0
FDO13,OUT027,4060.0
FDE26,OUT018,2012.0
FDA31,OUT010,828.0
FDX14,OUT035,1344.0
FDA34,OUT045,2732.0
FDF26,OUT013,2488.0
FDE38,OUT045,2606.0
DRI11,OUT046,1852.0
FDQ60,OUT027,3380.0
FDL21,OUT027,2176.0
DRC12,OUT027,4496.0
FDC47,OUT046,3614.0
FDE57,OUT045,2196.0
FDT14,OUT045,1906.0
NCZ53,OUT046,3020.0
FDE28,OUT018,3386.0
FDR19,OUT035,2436.0
NCF54,OUT019,852.0
FDZ08,OUT046,1374.0
NCJ05,OUT018,2164.0
FDF59,OUT046,2058.0
NCO05,OUT035,1722.0
FDW24,OUT018,560.0
NCX42,OUT018,2360.0
NCA53,OUT035,920.0
FDI45,OUT019,930.0
FDG46,OUT046,1892.0
FDM20,OUT010,1958.0
FDW11,OUT010,-874.0
FDX08,OUT035,2976.0
NCK17,OUT035,794.0
FDK32,OUT018,2186.0
NCA42,OUT035,2646.0
DRI01,OUT035,2836.0
NCL55,OUT049,4080.0
DRE25,OUT018,1242.0
FDD14,OUT017,3004.0
FDB10,OUT046,3746.0
DRN11,OUT035,2400.0
FDP38,OUT018,582.0
NCA30,OUT017,3074.0
FDT15,OUT017,3104.0
NCP55,OUT018,660.0
FDF12,OUT035,2482.0
FDM21,OUT018,3768.0
FDX56,OUT035,3420.0
FDF10,OUT017,2460.0
FDT32,OUT045,3002.0
FDM51,OUT018,1410.0
NCR50,OUT018,2176.0
FDI19,OUT049,3924.0
FDX21,OUT017,1852.0
FDR31,OUT035,2484.0
FDY02,OUT013,4156.0
NCA29,OUT045,2650.0
NCX17,OUT046,3652.0
FDM12,OUT045,3012.0
FDI53,OUT027,4024.0
NCU30,OUT049,2688.0
FDC56,OUT027,3372.0
FDK27,OUT018,1712.0
NCK18,OUT017,2764.0
FDB52,OUT019,2188.0
DRG25,OUT027,4444.0
FDZ13,OUT049,972.0
FDB57,OUT019,1708.0
FDR40,OUT046,1426.0
NCO14,OUT019,-1148.0
NCN19,OUT045,2968.0
FDQ28,OUT019,620.0
FDO13,OUT018,2348.0
FDK48,OUT013,1268.0
FDU07,OUT018,2156.0
FDW20,OUT046,2012.0
FDV12,OUT010,-258.0
FDH24,OUT013,2528.0
FDV59,OUT049,3512.0
FDK57,OUT045,1874.0
FDL16,OUT027,2184.0
NCQ17,OUT046,2464.0
FDJ15,OUT018,2716.0
FDX24,OUT049,1616.0
FDT47,OUT046,1636.0
FDT10,OUT049,1140.0
FDZ37,OUT018,1202.0
FDW43,OUT027,5132.0
DRN36,OUT017,1666.0
FDJ14,OUT045,1310.0
FDA32,OUT013,3448.0
FDJ38,OUT019,1176.0
FDQ57,OUT017,2476.0
NCQ41,OUT019,1180.0
FDG56,OUT049,1120.0
DRC13,OUT027,3482.0
FDV55,OUT035,2428.0
FDQ49,OUT045,2506.0
FDE29,OUT010,-936.0
FDR03,OUT013,3316.0
FDD45,OUT049,1580.0
FDN38,OUT010,2078.0
FDT56,OUT046,1014.0
FDT48,OUT045,3126.0
FDU03,OUT049,2996.0
FDC56,OUT010,-16.0
NCO43,OUT027,3034.0
FDQ27,OUT017,1812.0
FDR03,OUT046,3346.0
DRH23,OUT010,-1052.0
FDG22,OUT045,652.0
NCJ42,OUT013,1664.0
FDR24,OUT046,1534.0
FDW60,OUT035,2972.0
FDJ08,OUT013,3000.0
DRL59,OUT018,600.0
FDG60,OUT010,1784.0
FDW27,OUT017,2628.0
FDX14,OUT018,978.0
FDC20,OUT013,940.0
NCS29,OUT018,3860.0
FDJ56,OUT046,1612.0
FDB20,OUT019,-632.0
FDL28,OUT027,5108.0
FDW01,OUT018,2142.0
FDL03,OUT046,3210.0
FDX22,OUT049,3460.0
FDJ21,OUT035,2476.0
FDR31,OUT045,2354.0
FDG21,OUT035,2552.0
FDS22,OUT027,2224.0
FDK08,OUT035,1748.0
FDE17,OUT018,2188.0
NCN30,OUT017,1662.0
FDT50,OUT046,1626.0
NCX42,OUT049,2688.0
FDJ12,OUT035,3460.0
NCA18,OUT027,3312.0
FDP23,OUT019,1560.0
FDX12,OUT013,3868.0
FDN40,OUT018,2152.0
FDV48,OUT035,1436.0
NCY54,OUT013,2676.0
FDL16,OUT010,-1174.0
FDR45,OUT018,3526.0
